before_umap_x,before_umap_y,after_umap_x,after_umap_y,true_label
8.221781,9.771133,5.519684,-0.6948367,1
13.033677,9.833566,10.872329,-1.140316,1
-1.9447562,5.43969,-1.4735923,0.8175392,1
11.246588,5.129574,2.859433,7.801426,0
1.6056046,8.276877,2.0947049,-1.3618656,1
5.496103,9.524636,4.7759833,-1.6233796,1
11.786284,3.504159,1.1315012,7.6896944,1
5.786112,8.581088,1.4979236,3.7956462,0
0.5746121,4.9666996,-1.7877551,1.822447,1
1.3095939,6.2501254,-2.0285778,2.0449243,0
6.1589274,5.512301,-0.023808902,5.1948133,1
11.6699705,9.672535,8.853795,-1.6922917,1
6.7485895,6.003441,0.19738357,4.6916356,0
10.993796,6.8197737,3.9677382,7.107785,0
0.98760986,7.30352,1.2350531,-1.8352939,1
-3.0203602,4.628819,-3.1926265,0.029271897,0
3.5348005,4.0817275,-1.8143551,5.173631,1
6.379468,11.887596,2.0405178,2.0908928,0
-3.1966503,4.291611,-3.621691,0.21472988,0
6.344785,8.376021,1.8265038,3.6689193,1
-2.7898405,5.9147587,-0.049434733,-1.7223742,0
5.589481,6.5166698,0.29394424,3.931164,0
0.39025193,5.7703238,-1.2571975,0.9131849,1
-0.23204698,4.519639,-2.8861609,1.4528667,1
3.0582256,8.361818,3.3500896,-2.3191738,1
0.58631533,5.0304594,-2.130526,1.7315269,0
-0.1466737,4.8139424,-2.3244836,2.0436134,1
5.349303,9.007579,2.0704846,3.3980427,0
2.8831487,5.529234,-1.8537018,3.17789,1
10.2761345,6.5521126,4.3384132,7.0269513,0
-3.2309432,4.568072,-2.7366998,0.011131036,1
8.01658,10.086329,6.717003,-1.8208634,1
1.6723263,5.3975544,-1.0310565,1.7367246,1
-1.7337197,3.6642148,-3.4389088,2.1398199,0
-0.16124278,7.075662,0.9205508,-0.62868136,1
11.04983,4.131758,1.6778163,7.656328,1
-1.5494379,6.248951,-1.1198792,-1.0453932,1
8.678256,7.109224,2.6945436,4.6659656,0
2.5745168,7.4558067,0.7440901,0.27737206,1
4.0470157,3.9641414,-1.4426534,3.8671699,1
-1.5610352,5.568359,-2.2592504,0.10142237,1
-2.9297254,5.3414187,-1.1651429,-1.175783,0
6.318096,8.399186,1.7827313,3.627144,0
10.259433,7.0048475,3.8903081,6.8863883,0
5.9046645,9.847779,5.7253537,-2.1357517,0
12.305273,4.591427,3.5094635,7.910797,0
12.603907,4.6139126,3.5556984,8.054499,0
5.099374,9.047664,5.5985565,-1.276933,0
